Respondent,Hobby,OpenSource,Country,Student,Employment,FormalEducation,UndergradMajor,CompanySize,DevType,YearsCoding,YearsCodingProf,JobSatisfaction,CareerSatisfaction,HopeFiveYears,JobSearchStatus,LastNewJob,AssessJob1,AssessJob2,AssessJob3,AssessJob4,AssessJob5,AssessJob6,AssessJob7,AssessJob8,AssessJob9,AssessJob10,AssessBenefits1,AssessBenefits2,AssessBenefits3,AssessBenefits4,AssessBenefits5,AssessBenefits6,AssessBenefits7,AssessBenefits8,AssessBenefits9,AssessBenefits10,AssessBenefits11,JobContactPriorities1,JobContactPriorities2,JobContactPriorities3,JobContactPriorities4,JobContactPriorities5,JobEmailPriorities1,JobEmailPriorities2,JobEmailPriorities3,JobEmailPriorities4,JobEmailPriorities5,JobEmailPriorities6,JobEmailPriorities7,UpdateCV,Currency,Salary,SalaryType,ConvertedSalary,CurrencySymbol,CommunicationTools,TimeFullyProductive,EducationTypes,SelfTaughtTypes,TimeAfterBootcamp,HackathonReasons,AgreeDisagree1,AgreeDisagree2,AgreeDisagree3,LanguageWorkedWith,LanguageDesireNextYear,DatabaseWorkedWith,DatabaseDesireNextYear,PlatformWorkedWith,PlatformDesireNextYear,FrameworkWorkedWith,FrameworkDesireNextYear,IDE,OperatingSystem,NumberMonitors,Methodology,VersionControl,CheckInCode,AdBlocker,AdBlockerDisable,AdBlockerReasons,AdsAgreeDisagree1,AdsAgreeDisagree2,AdsAgreeDisagree3,AdsActions,AdsPriorities1,AdsPriorities2,AdsPriorities3,AdsPriorities4,AdsPriorities5,AdsPriorities6,AdsPriorities7,AIDangerous,AIInteresting,AIResponsible,AIFuture,EthicsChoice,EthicsReport,EthicsResponsible,EthicalImplications,StackOverflowRecommend,StackOverflowVisit,StackOverflowHasAccount,StackOverflowParticipate,StackOverflowJobs,StackOverflowDevStory,StackOverflowJobsRecommend,StackOverflowConsiderMember,HypotheticalTools1,HypotheticalTools2,HypotheticalTools3,HypotheticalTools4,HypotheticalTools5,WakeTime,HoursComputer,HoursOutside,SkipMeals,ErgonomicDevices,Exercise,Gender,SexualOrientation,EducationParents,RaceEthnicity,Age,Dependents,MilitaryUS,SurveyTooLong,SurveyEasy
84869,Yes,Yes,United States,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",Mathematics or statistics,"10,000 or more employees","C-suite executive (CEO, CTO, etc.);Data scientist or machine learning specialist",9-11 years,6-8 years,Extremely satisfied,Extremely satisfied,Doing the same work,I am not interested in new job opportunities,Less than a year ago,6.0,7.0,10.0,3.0,2.0,4.0,8.0,1.0,5.0,9.0,1.0,11.0,2.0,3.0,8.0,4.0,9.0,5.0,10.0,6.0,7.0,,,,,,,,,,,,,My job status or other personal status changed,U.S. dollars ($),175000.0,Weekly,2000000.0,USD,"Confluence;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.)",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher",,To improve my ability to work on a team with other programmers;To build my professional network;Because I find it enjoyable,Agree,Agree,Agree,JavaScript;Python;R;Scala;SQL;HTML;CSS;Bash/Shell,Julia;Python;R;Scala;SQL;HTML;CSS;Bash/Shell,"Cassandra;MongoDB;Redis;MySQL;PostgreSQL;SQLite;Oracle;Apache HBase;Apache Hive;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch","Redis;PostgreSQL;SQLite;Oracle;Apache Hive;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Elasticsearch",AWS;Azure;Linux;Mac OS,AWS;Azure;Linux;Mac OS,Hadoop;Spark,Hadoop;Spark;TensorFlow,IPython / Jupyter;Notepad++;RStudio;Sublime Text;Visual Studio,MacOS,2,Agile;Kanban;Pair programming;Scrum,Git,Multiple times per day,Yes,No,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising;Paid to access a website advertisement-free,2.0,6.0,5.0,4.0,1.0,7.0,3.0,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Artificial intelligence surpassing human intelligence (""the singularity"")",A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",The person who came up with the idea,Yes,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",6,No,Somewhat interested,Very interested,Very interested,Extremely interested,Very interested,Between 5:00 - 6:00 AM,9 - 12 hours,1 - 2 hours,Never,Standing desk;Ergonomic keyboard or mouse,Daily or almost every day,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",Hispanic or Latino/Latina,25 - 34 years old,No,No,The survey was an appropriate length,Somewhat easy
84993,Yes,Yes,United States,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)",20 to 99 employees,Back-end developer;Data scientist or machine learning specialist;Engineering manager,9-11 years,6-8 years,Extremely satisfied,Moderately satisfied,Working as an engineering manager or other functional manager,I am not interested in new job opportunities,Between 1 and 2 years ago,6.0,7.0,5.0,3.0,1.0,8.0,10.0,9.0,4.0,2.0,1.0,2.0,4.0,8.0,10.0,3.0,9.0,7.0,11.0,5.0,6.0,,,,,,,,,,,,,I had a negative experience or interaction at work,U.S. dollars ($),163000.0,,163000.0,USD,"Confluence;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack",Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Internal Wikis, chat rooms, or documentation set up by my company for employees;Tapping your network of friends, family, and peers versed in the technology;The technology’s online help system",,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology",Agree,Strongly agree,Agree,Python;R;SQL;Bash/Shell,Go;Scala,MongoDB;Redis;PostgreSQL;Apache Hive;Amazon RDS/Aurora;Elasticsearch,,Linux;Mac OS;Salesforce,,Spark;TensorFlow;Torch/PyTorch,,Sublime Text,MacOS,2,Agile;Evidence-based software engineering;Kanban;Pair programming,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,5.0,4.0,7.0,3.0,1.0,2.0,6.0,,Algorithms making important decisions,Nobody,"I don't care about it, or I haven't thought about it.",Depends on what it is,No,,Unsure / I don't know,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,Yes,"No, and I don't know what that is",2,Yes,Not at all interested,Not at all interested,Somewhat interested,Extremely interested,Very interested,Between 5:00 - 6:00 AM,9 - 12 hours,Less than 30 minutes,Daily or almost every day,Standing desk,I don't typically exercise,,,"Bachelor’s degree (BA, BS, B.Eng., etc.)",,,,No,The survey was an appropriate length,Somewhat easy
85084,Yes,Yes,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Data or business analyst;Data scientist or machine learning specialist;Designer;Full-stack developer,6-8 years,3-5 years,Moderately satisfied,Extremely satisfied,Working as a product manager or project manager,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,8.0,7.0,4.0,9.0,1.0,5.0,3.0,2.0,10.0,6.0,1.0,6.0,2.0,5.0,10.0,3.0,9.0,7.0,11.0,8.0,4.0,3.0,1.0,5.0,2.0,4.0,6.0,4.0,1.0,3.0,2.0,7.0,5.0,I saw an employer’s advertisement,U.S. dollars ($),109500.0,,109500.0,USD,"Confluence;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack",Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Participated in a hackathon;Contributed to open source software","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",,To improve my general technical skills or programming ability;To improve my ability to work on a team with other programmers;To build my professional network;Because I find it enjoyable,Strongly agree,Neither Agree nor Disagree,Disagree,Java;JavaScript;HTML;CSS,Go;R;TypeScript;HTML;CSS,Amazon DynamoDB,Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora;Elasticsearch,AWS;WordPress,Amazon Echo;AWS;Google Home;Serverless,Node.js;React,Node.js;React,IntelliJ;Sublime Text;Vim;Visual Studio Code,MacOS,3,Agile;Kanban;Pair programming,Git,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content;The ad-blocking software was causing display issues on a website,Somewhat agree,Strongly agree,Somewhat disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,1.0,7.0,3.0,4.0,6.0,2.0,5.0,"Artificial intelligence surpassing human intelligence (""the singularity"")",Increasing automation of jobs,Prominent industry leaders,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,"Yes, but only within the company",Upper management at the company/organization,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per week,Yes,"No, I have one but it's out of date",9,Yes,Extremely interested,Not at all interested,Not at all interested,Very interested,Extremely interested,Between 5:00 - 6:00 AM,5 - 8 hours,1 - 2 hours,Never,,I don't typically exercise,Male,Straight or heterosexual,Associate degree,White or of European descent,25 - 34 years old,Yes,No,The survey was an appropriate length,Very easy
85319,Yes,No,United States,No,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,10 to 19 employees,Back-end developer;Data scientist or machine learning specialist;Designer;Full-stack developer;QA or test developer;Student,3-5 years,0-2 years,Extremely satisfied,Extremely satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,9.0,5.0,8.0,3.0,4.0,2.0,7.0,1.0,6.0,10.0,1.0,8.0,6.0,9.0,5.0,3.0,7.0,2.0,11.0,10.0,4.0,2.0,1.0,4.0,3.0,5.0,6.0,4.0,1.0,3.0,2.0,7.0,5.0,A friend told me about a job opportunity,U.S. dollars ($),100.0,Weekly,5000.0,USD,Confluence;Jira;Slack;Trello,One to three months,"Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.)",,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology;To build my professional network;Because I find it enjoyable",Agree,Strongly disagree,Strongly disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 (Very Likely),Daily or almost daily,Yes,Less than once per month or monthly,,"No, I have one but it's out of date",,I'm not sure,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Between 5:00 - 6:00 AM,5 - 8 hours,1 - 2 hours,1 - 2 times per week,,I don't typically exercise,,,,,,,,,
85345,Yes,No,United States,No,Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)","A natural science (ex. biology, chemistry, physics)","5,000 to 9,999 employees",Back-end developer;Data scientist or machine learning specialist,15-17 years,9-11 years,Moderately satisfied,Moderately satisfied,Doing the same work,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,5.0,8.0,4.0,3.0,1.0,10.0,2.0,7.0,9.0,6.0,1.0,10.0,3.0,9.0,7.0,2.0,5.0,8.0,11.0,6.0,4.0,2.0,1.0,5.0,3.0,4.0,5.0,7.0,4.0,2.0,1.0,6.0,3.0,A recruiter contacted me,U.S. dollars ($),124800.0,Weekly,2000000.0,USD,Confluence;Google Hangouts/Chat;HipChat;Jira;Slack,One to three months,"Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon;Contributed to open source software","A college/university computer science or software engineering book;Internal Wikis, chat rooms, or documentation set up by my company for employees;Tapping your network of friends, family, and peers versed in the technology",,,Agree,Agree,Disagree,C;C++;Java;JavaScript;Matlab;Python;Scala;SQL;HTML;CSS;Bash/Shell,C++;Python;Bash/Shell,"Cassandra;MongoDB;Redis;SQL Server;MySQL;PostgreSQL;SQLite;Apache HBase;Apache Hive;Memcached;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Neo4j;Elasticsearch",,Azure;Linux;Raspberry Pi;Windows Desktop or Server,Linux,Angular;Hadoop;Node.js;TensorFlow,TensorFlow,Atom;Eclipse;IntelliJ;IPython / Jupyter;Sublime Text;Vim,Linux-based,3,Agile;Kanban,Git;Mercurial;Subversion;Copying and pasting files to network shares,Multiple times per day,Yes,Yes,The ad-blocking software was causing display issues on a website,Strongly disagree,Strongly disagree,Strongly agree,Stopped going to a website because of their advertising,,,,,,,,Algorithms making important decisions,Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,The person who came up with the idea,Unsure / I don't know,10 (Very Likely),Multiple times per day,No,,"No, I knew that Stack Overflow had a jobs board but have never used or visited it",,,No,Not at all interested,Not at all interested,Not at all interested,Somewhat interested,Not at all interested,Between 6:01 - 7:00 AM,9 - 12 hours,1 - 2 hours,Daily or almost every day,,I don't typically exercise,Male,Straight or heterosexual,"Other doctoral degree (Ph.D, Ed.D., etc.)",White or of European descent,25 - 34 years old,No,No,The survey was too long,Very easy
85387,Yes,No,United States,"Yes, full-time",Employed part-time,Some college/university study without earning a degree,"Computer science, computer engineering, or software engineering","10,000 or more employees",Back-end developer;Data scientist or machine learning specialist;Student,6-8 years,0-2 years,Moderately dissatisfied,Neither satisfied nor dissatisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Between 1 and 2 years ago,8.0,10.0,5.0,4.0,1.0,3.0,6.0,7.0,9.0,2.0,1.0,6.0,5.0,7.0,11.0,4.0,8.0,10.0,9.0,3.0,2.0,4.0,2.0,3.0,1.0,5.0,7.0,3.0,4.0,2.0,1.0,6.0,5.0,My job status or other personal status changed,U.S. dollars ($),82500.0,,82500.0,USD,"Office / productivity suite (Microsoft Office, Google Suite, etc.)",One to three months,"Taught yourself a new language, framework, or tool without taking a formal course","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;Questions & answers on Stack Overflow;Tapping your network of friends, family, and peers versed in the technology",,,Agree,Strongly agree,Disagree,Java;Python;Ruby;Scala;Bash/Shell,Matlab;Python,Apache Hive,,Linux,,Hadoop;Spark,Hadoop;Spark;TensorFlow;Torch/PyTorch,IntelliJ;IPython / Jupyter;Notepad++;PyCharm;Vim,Windows,3,Agile;Pair programming;Scrum,Git,Weekly or a few times per month,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat disagree,Strongly disagree,Strongly agree,Stopped going to a website because of their advertising,4.0,2.0,5.0,1.0,7.0,3.0,6.0,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Increasing automation of jobs,A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,,Yes,10 (Very Likely),Multiple times per day,Yes,Daily or almost daily,Yes,Yes,7,Yes,Extremely interested,Very interested,A little bit interested,Extremely interested,Somewhat interested,Between 7:01 - 8:00 AM,9 - 12 hours,Less than 30 minutes,1 - 2 times per week,,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,18 - 24 years old,No,No,The survey was an appropriate length,Somewhat easy
85394,Yes,No,United States,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)","10,000 or more employees",Data scientist or machine learning specialist;Educator or academic researcher,3-5 years,3-5 years,Moderately satisfied,Moderately satisfied,Working in a different or more specialized technical role than the one I'm in now,I am not interested in new job opportunities,Less than a year ago,2.0,6.0,1.0,5.0,9.0,8.0,10.0,4.0,7.0,3.0,1.0,9.0,2.0,10.0,3.0,7.0,6.0,8.0,11.0,4.0,5.0,,,,,,,,,,,,,A friend told me about a job opportunity,U.S. dollars ($),55000.0,,55000.0,USD,"Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack",One to three months,"Taken an online course in programming or software development (e.g. a MOOC);Received on-the-job training in software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in a hackathon","The official documentation and/or standards for the technology;A book or e-book from O’Reilly, Apress, or a similar publisher;A college/university computer science or software engineering book;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Internal Wikis, chat rooms, or documentation set up by my company for employees;Tapping your network of friends, family, and peers versed in the technology",,Because I find it enjoyable,Agree,Disagree,Disagree,Python;R;Bash/Shell,Python;Bash/Shell,,,,,TensorFlow,TensorFlow;Torch/PyTorch,Vim,Linux-based,2,Agile,Git,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content;I wanted to support the website I was visiting by viewing their ads,Somewhat agree,Somewhat agree,Somewhat disagree,Saw an online advertisement and then researched it (without clicking on the ad),1.0,2.0,3.0,7.0,4.0,5.0,6.0,"Evolving definitions of ""fairness"" in algorithmic versus human decisions",Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",The developer who wrote it,Yes,10 (Very Likely),Daily or almost daily,No,,Yes,,7,No,Somewhat interested,Not at all interested,Somewhat interested,Somewhat interested,Very interested,Between 7:01 - 8:00 AM,9 - 12 hours,Less than 30 minutes,Never,Wrist/hand supports or braces,1 - 2 times per week,Male,Straight or heterosexual,"Professional degree (JD, MD, etc.)",White or of European descent,25 - 34 years old,No,No,The survey was an appropriate length,Somewhat easy
85472,Yes,No,United States,"Yes, part-time",Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Mathematics or statistics,"1,000 to 4,999 employees",Data scientist or machine learning specialist,3-5 years,0-2 years,Extremely satisfied,Extremely satisfied,Doing the same work,I am not interested in new job opportunities,Less than a year ago,9.0,6.0,2.0,8.0,3.0,1.0,7.0,5.0,4.0,10.0,1.0,7.0,2.0,10.0,3.0,6.0,4.0,8.0,11.0,9.0,5.0,,,,,,,,,,,,,My job status or other personal status changed,U.S. dollars ($),85000.0,,85000.0,USD,Slack,Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Participated in a full-time developer training program or bootcamp;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder)",,One to three months,To improve my general technical skills or programming ability,Agree,Strongly disagree,Neither Agree nor Disagree,Python;SQL;HTML;CSS;Bash/Shell,Python;R;SQL;HTML;CSS;Bash/Shell,SQL Server;Apache Hive,MongoDB;SQL Server;Apache Hive;Elasticsearch,Linux;Mac OS,Linux;Mac OS,Hadoop;Spark;TensorFlow,Hadoop;Spark;TensorFlow,Atom;IPython / Jupyter;Vim,Linux-based,2,,Git,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content,Strongly agree,Strongly disagree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad);Stopped going to a website because of their advertising,1.0,6.0,2.0,3.0,5.0,7.0,4.0,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Evolving definitions of ""fairness"" in algorithmic versus human decisions",The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,"Yes, but only within the company",,Yes,10 (Very Likely),Multiple times per day,Yes,A few times per week,"No, I knew that Stack Overflow had a jobs board but have never used or visited it","No, and I don't know what that is",,Yes,Not at all interested,Not at all interested,Not at all interested,Not at all interested,Somewhat interested,Between 7:01 - 8:00 AM,5 - 8 hours,30 - 59 minutes,Never,Standing desk,Daily or almost every day,Male,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,25 - 34 years old,No,No,The survey was an appropriate length,Somewhat difficult
85613,Yes,No,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Another engineering discipline (ex. civil, electrical, mechanical)",20 to 99 employees,Back-end developer;Data scientist or machine learning specialist;Embedded applications or devices developer;Front-end developer;Full-stack developer,24-26 years,9-11 years,Slightly satisfied,Moderately dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Between 2 and 4 years ago,10.0,2.0,8.0,5.0,6.0,7.0,3.0,4.0,9.0,1.0,1.0,2.0,4.0,7.0,10.0,3.0,5.0,9.0,8.0,6.0,11.0,3.0,2.0,4.0,1.0,5.0,4.0,1.0,3.0,5.0,6.0,7.0,2.0,My job status or other personal status changed,U.S. dollars ($),125000.0,,125000.0,USD,"HipChat;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.)",One to three months,"Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course;Participated in online coding competitions (e.g. HackerRank, CodeChef, TopCoder);Contributed to open source software","The official documentation and/or standards for the technology;Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);The technology’s online help system",,"To improve my general technical skills or programming ability;To improve my knowledge of a specific programming language, framework, or other technology",Agree,Agree,Strongly disagree,Java;JavaScript;Lua;PHP;Python;SQL;VBA;HTML;CSS;Bash/Shell,C++;Java;JavaScript;Lua;PHP;Python;SQL;VBA;HTML;CSS;Bash/Shell,Redis;MySQL;Memcached;Elasticsearch,Redis;MySQL;Memcached,Linux;Raspberry Pi;Windows Desktop or Server,Linux;Raspberry Pi;Windows Desktop or Server,Angular;Node.js;TensorFlow,Angular;Node.js;TensorFlow,IntelliJ;Notepad++,Windows,1,Agile;Scrum,Git,Multiple times per day,Yes,Yes,The website I was visiting asked me to disable it,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Clicked on an online advertisement;Saw an online advertisement and then researched it (without clicking on the ad),5.0,2.0,3.0,1.0,7.0,6.0,4.0,Increasing automation of jobs,Algorithms making important decisions,The developers or the people creating the AI,I'm excited about the possibilities more than worried about the dangers.,No,Depends on what it is,,Yes,10 (Very Likely),A few times per week,Yes,Less than once per month or monthly,Yes,"No, I have one but it's out of date",10 (Very Likely),Yes,A little bit interested,A little bit interested,Not at all interested,Somewhat interested,Extremely interested,Between 7:01 - 8:00 AM,Over 12 hours,30 - 59 minutes,1 - 2 times per week,Wrist/hand supports or braces,1 - 2 times per week,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",White or of European descent,25 - 34 years old,No,No,The survey was too long,Neither easy nor difficult
85674,Yes,No,United States,No,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","Computer science, computer engineering, or software engineering",500 to 999 employees,Data scientist or machine learning specialist,9-11 years,3-5 years,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Working as a founder or co-founder of my own company,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,8.0,4.0,2.0,6.0,9.0,1.0,10.0,7.0,3.0,5.0,2.0,3.0,7.0,5.0,8.0,11.0,10.0,6.0,1.0,9.0,4.0,5.0,1.0,4.0,2.0,3.0,1.0,2.0,6.0,7.0,5.0,3.0,4.0,A friend told me about a job opportunity,U.S. dollars ($),160000.0,,160000.0,USD,"Confluence;Jira;Office / productivity suite (Microsoft Office, Google Suite, etc.);Slack",One to three months,"Taught yourself a new language, framework, or tool without taking a formal course","Tapping your network of friends, family, and peers versed in the technology",,,Strongly agree,Neither Agree nor Disagree,Strongly disagree,Python;R;SQL,Julia;Python;R;Scala;SQL,Apache HBase;Apache Hive,Elasticsearch,,,TensorFlow,TensorFlow,Atom;RStudio;Vim,MacOS,1,Agile;Lean;Scrum,Git,A few times per week,Yes,Yes,The website I was visiting forced me to disable it to access their content;The website I was visiting asked me to disable it;I wanted to support the website I was visiting by viewing their ads,Somewhat disagree,Somewhat agree,Somewhat disagree,Stopped going to a website because of their advertising,1.0,5.0,2.0,3.0,7.0,4.0,6.0,"Evolving definitions of ""fairness"" in algorithmic versus human decisions","Evolving definitions of ""fairness"" in algorithmic versus human decisions",A governmental or other regulatory body,I'm worried about the dangers more than I'm excited about the possibilities.,No,"Yes, and publicly",Upper management at the company/organization,Yes,10 (Very Likely),A few times per week,I'm not sure / I can't remember,,"No, I didn't know that Stack Overflow had a jobs board",,,I'm not sure,A little bit interested,Very interested,A little bit interested,Somewhat interested,Very interested,Between 9:01 - 10:00 AM,9 - 12 hours,3 - 4 hours,1 - 2 times per week,Wrist/hand supports or braces,Daily or almost every day,Male,Straight or heterosexual,"Bachelor’s degree (BA, BS, B.Eng., etc.)",South Asian,25 - 34 years old,No,No,The survey was too long,Somewhat easy
85715,Yes,No,United States,No,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","A natural science (ex. biology, chemistry, physics)",100 to 499 employees,Data or business analyst;Data scientist or machine learning specialist;Database administrator;Educator or academic researcher,3-5 years,0-2 years,Moderately satisfied,Moderately satisfied,Working in a different or more specialized technical role than the one I'm in now,"I’m not actively looking, but I am open to new opportunities",Less than a year ago,5.0,10.0,7.0,6.0,2.0,8.0,1.0,4.0,9.0,3.0,3.0,10.0,1.0,2.0,5.0,4.0,11.0,9.0,7.0,8.0,6.0,4.0,2.0,5.0,1.0,3.0,6.0,1.0,5.0,2.0,4.0,3.0,7.0,I had a negative experience or interaction at work,U.S. dollars ($),51000.0,Yearly,51000.0,USD,,Less than a month,"Taken an online course in programming or software development (e.g. a MOOC);Taken a part-time in-person course in programming or software development;Taught yourself a new language, framework, or tool without taking a formal course","Questions & answers on Stack Overflow;Online developer communities other than Stack Overflow (ex. forums, listservs, IRC channels, etc.);Tapping your network of friends, family, and peers versed in the technology",,,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Perl;Python;R;SQL;HTML;Bash/Shell,,SQL Server;MySQL;PostgreSQL;SQLite,Amazon DynamoDB;Amazon Redshift;Google BigQuery;Google Cloud Storage,,AWS;Google Cloud Platform/App Engine,,Angular;TensorFlow;Torch/PyTorch,RStudio;Sublime Text;Vim,Linux-based,2,,Git;Copying and pasting files to network shares,Multiple times per day,Yes,Yes,The website I was visiting forced me to disable it to access their content,Somewhat disagree,Strongly disagree,Somewhat agree,Stopped going to a website because of their advertising,1.0,3.0,2.0,5.0,6.0,4.0,7.0,Increasing automation of jobs,"Artificial intelligence surpassing human intelligence (""the singularity"")",A governmental or other regulatory body,I'm excited about the possibilities more than worried about the dangers.,Depends on what it is,Depends on what it is,Upper management at the company/organization,Yes,10 (Very Likely),Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, I didn't know that Stack Overflow had a jobs board","No, and I don't know what that is",,I'm not sure,Somewhat interested,Somewhat interested,Very interested,Very interested,Very interested,Between 7:01 - 8:00 AM,9 - 12 hours,1 - 2 hours,Never,,3 - 4 times per week,Female,Straight or heterosexual,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",White or of European descent,25 - 34 years old,No,No,The survey was an appropriate length,Very easy
