name,ID,SEX,ALIVE,COMPANY,ALIGN
Thelma Gordon (New Earth),Public Identity,Female Characters,Deceased Characters,DC,Neutral Characters
Djinn (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Solomon Buchman (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Belphegor (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Elemental Woman (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Henry Yarrow (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Randall Truman (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Rot Lop Fan (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Silver Scarab II (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Dagon-Ra (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
William Wildeagle (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Schrek (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Gaelon (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Moira Queen (New Earth),Public Identity,Female Characters,Deceased Characters,DC,Good Characters
Razerkut (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Robert Henry Queen (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Wolf Krieger (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Aaron Jase (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Carla Draper (New Earth),Public Identity,Female Characters,Living Characters,DC,Bad Characters
Clete Jenkins (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
David Manguy (New Earth),Secret Identity,Male Characters,Living Characters,DC,Neutral Characters
Jeremy Baxter (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Wally Mosely (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Angelica Wallis (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Tumult (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Deanna Barr (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Ernie Chubb (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Georgia Redmond (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Mister Atom (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Patrick Wayne (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Chillblaine IV (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Claw Hammer (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Frederick Danvers (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
Henrietta Jessup (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Maxwell Veezey (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Shaar Q (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Slizzath (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Klali (New Earth),Public Identity,Male Characters,Living Characters,DC,Good Characters
MacAlistaire (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Nuliajuk (New Earth),Secret Identity,Female Characters,Living Characters,DC,Bad Characters
Repo (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Jennifer Fletcher (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Kaliber (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Metamorpheus (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Pathfinder (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Ritar (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Firtf (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Solomon Wayne (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Catseye (New Earth),Secret Identity,Male Characters,Deceased Characters,DC,Bad Characters
Ernest Earnest (New Earth),Secret Identity,Male Characters,Living Characters,DC,Good Characters
Kurt Heimlich (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Jakob Whorrsman (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Bonnie Robinson (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Penn Selkirk (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Alexander Trent (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Bad Characters
Russell Tenclouds (New Earth),Public Identity,Male Characters,Deceased Characters,DC,Good Characters
Sujatmi Sunowaparti (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Victor Zehrhard (New Earth),Public Identity,Male Characters,Living Characters,DC,Neutral Characters
Grand Druid (New Earth),Public Identity,Male Characters,Living Characters,DC,Bad Characters
Mayfly (New Earth),Secret Identity,Female Characters,Deceased Characters,DC,Bad Characters
Quinn Thomas (New Earth),Public Identity,Female Characters,Living Characters,DC,Good Characters
Slingshot (New Earth),Secret Identity,Female Characters,Living Characters,DC,Good Characters
Stinger II (New Earth),Secret Identity,Male Characters,Living Characters,DC,Bad Characters
Sean Madigan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Nichole Martin (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Mindwave (Telepath) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Krakos (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jaafar Yoosuf (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Gideon Wilson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Emmael (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Death Tiger (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Brian Talbot (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Valerie Martin (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Sangre (Children of the Vault) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Margaret Dillon (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Jonathan Swift (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Jeff Knudsen (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Janus (Atlantean) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Hector Espejo (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Ghoul (Killer) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Fuego (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Eugene Sykes (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Sihing (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Susan Maddox (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Lady of Ten Suns (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Erin Cicero (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Claude Cramer (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
VaRikk (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
VaDrann (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Taylor (Purifier) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
"Susan Storm (Retro, Skrull) (Earth-616)",Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Siri (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Raker (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Phaedra (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Nogor (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jonathan Bryant (Human) (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Jessica Jones (Skrull) (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Jebediah Young (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
"James Howlett (Retro, Skrull) (Earth-616)",Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Heather Sante (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
DeHalle (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
DaVanti (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Cut (Wendy) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Criti Noll (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
"Carol Danvers (Retro, Skrull) (Earth-616)",Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Malcolm Powder (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Morwen (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Mister Punch (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Helena Carlson (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Gregor Smerdyakov (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Daniel Kaufman (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Abraham Verne (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Sarah Gail Bradley (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Rose Delany (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
Aguja (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Jordan Lewis (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Flores (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Cisco Pike (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Tomothy (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Squorm (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Rowkis (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rosa Belinski (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Primo (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Percival (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Phil Dexter (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Randolph Esposito (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Raymond Jr. (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Vic Marcus (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Stilt-Man (Marvel Team-Up) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sarah Vale (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Mutant Baboon (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Malachi (Angel) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Lumina (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Kioshi Keishicho (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Jemima Catmint (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Inari (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Grigory Efimovich Rasputin (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Felix Jade (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Elena (Rasputina) (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
Earl Gustav (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Buttview (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Vassily Ilyich Ulyanov (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rolling Thunder (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Zeta (Mugger) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Susan Rice (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Mondo (Mojoverse),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Dangerous Jinn (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Courtney Johnson (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Shep Gunderson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Taxi Taylor (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Smithy (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Salamander (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Rico Axelson (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Quark (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Marcus Simms (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Jeffrey Fischer (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
James Murphy (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Howard Ogden (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Fantasma (Dark Ocean Society) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Subguardian Titan (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Steven Rogers (Captain Zolandia) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Leah (Construct) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Joseph Nobili (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Jamir Khan (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Infestation (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Impulse (Second) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Gestalt (Legion Personality) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Gabe Reyes (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Future (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Clayton Cole (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Cindy Moon (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Carmen Nobili (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Rapture (Contingency) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Persephone (Olympian) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Honest John (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Holly Bright (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Cyclops (Lobe) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Beast (Lobe) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Tyler Smithson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Timothy (Inferno Baby) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Teri Hillman (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Sylvius (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Reena Stancioff (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Noelle Blanc (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Miranda Bayer (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
London (WCA) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Liana Feeser (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Jentorra (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Hooud (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Eldrac (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Dragon (Marco) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Devin Touhy (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Bangs (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Zan Philo (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Thug (Sublime Corporation) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Carl Rives (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Goat-Faced Girl (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Deidre Wentworth (Earth-11418),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Gari Oyle (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Flare (Microns) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Bomb (Anthony) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Styx (Legion Personality) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sarah Starr (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Pryor Cashman (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Praeter (Mike) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Powell McTeague (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Penny Newsom (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Marvel Girl (Lobe) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Marcus Lyman (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Marcia Guzman (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Jurgen Muntz (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Iceman (Lobe) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Georgios Panayiotou (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
General (Piper) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Frank Cortez (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Ezekiel Wright (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Ernst Hoyer (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Dennis Piper (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Marduk (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Gullinbursti (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Madam Rapier (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Bad Characters
Kith Nasca (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Killspree (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Gulliver Jones (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Elvis Presley (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Dwight Faron (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Double Trouble (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Daito (Snakeroot) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Carlos deSilva (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Blood Shadow (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Annie Jones (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Good Characters
Wildrun (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Victor Sternwood (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Troll (Deathwatch) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Marya Meshkov (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Tanuta Umbotha (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Stern (Firm) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ssith (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Sir Raston (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Scuzz (Werewolf) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Roger Barbatos (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Roc (Assassin) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Recoil (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Patrick Mahony (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Micheal Hamilton (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Lee Childs (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Marc Devlin (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Sea Leopard (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Psiphon (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Old Woman (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Louis Dexter (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Light (Soldiers of Misfortune) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jamil (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
General Obsidian (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
F.A.C.A.D.E. (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Dry (Soldiers of Misfortune) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Doctor Yesterday (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Cissie Guthrie (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Ancestor (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Vex (Coven) (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Tsin Hark (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Tekagi (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Shaka (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Magpie (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Skar (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Arthur Bigelow (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Luz Delgado (Earth-616),Public Identity,Female Characters,Deceased Characters,Marvel,Neutral Characters
Kerry Patrick (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
John Cereus (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Bad Characters
Jason Jerome (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
George Prufrock (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Debra Levin (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Death Ninja (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Rex Randolph (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Palik (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
"Louis Sadler, Sr. (Earth-616)",Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Sally Fortune (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Joseph Bailey (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Good Characters
Gailyn Bailey (Earth-616),Secret Identity,Female Characters,Deceased Characters,Marvel,Good Characters
Tony Masterson (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Farouk Al-Fasaud (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Eros (Olympian) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Nessus (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Pauline Stratton (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Harvester (Q7 Strike Force) (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Gillian Pritikin (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Gale Cameron (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Ferrel Thompson (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Farnoq Dahn (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Carter Ryking (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Neutral Characters
Alizon Baunacha (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Vic Chalker (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Truth (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Shatterfist (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Ice Princess (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Dreadface (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Dorma (Clones) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Neutral Characters
Consuela Sanchez (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Good Characters
Charm (Weird Sisters) (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Beauty (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Sidrat-Al-Muntah (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
Felix Guillermo Caridad (Earth-616),Public Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
Spoiler (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Krueger (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Bad Characters
Intelligentsia (Earth-616),Secret Identity,Female Characters,Living Characters,Marvel,Bad Characters
Darin II (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Billy Turner (Earth-616),Secret Identity,Male Characters,Living Characters,Marvel,Good Characters
White Wolf (Hunter) (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Neutral Characters
Walter Thorson (Earth-616),Public Identity,Male Characters,Living Characters,Marvel,Good Characters
Nicolette Giroux (Earth-616),Public Identity,Female Characters,Living Characters,Marvel,Bad Characters
Mortimer Everett (Earth-616),Secret Identity,Male Characters,Deceased Characters,Marvel,Bad Characters
